,Datetime,Session ID,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) *
1669,2023-01-18 09:15:00,19,6168.7,3183.6,2729.49,2729.49,8007.42
1670,2023-01-18 09:30:00,20,5902.2,3117.8,2729.7,2729.7,8200.34
1671,2023-01-18 09:45:00,20,5713.5,3247.3,2858.15,2858.15,8003.8
1672,2023-01-18 10:00:00,21,4936.6,4334.8,2922.7,2922.7,6120.06
1673,2023-01-18 10:15:00,21,4348.4,4335.5,2845.1,2845.1,5999.73
1674,2023-01-18 10:30:00,22,4333.8,4706.9,3260.6,3260.6,4999.81
1675,2023-01-18 10:45:00,22,3925.9,4971.0,2979.66,2979.66,4250.15
1676,2023-01-18 11:00:00,23,4410.8,5365.8,3282.31,3282.31,4400.84
1677,2023-01-18 11:15:00,23,4299.0,5458.6,3354.36,3354.37,4250.29
1678,2023-01-18 11:30:00,24,4389.0,5941.2,3328.73,3328.73,4250.75
1679,2023-01-18 11:45:00,24,4490.5,6133.9,3302.2,3302.2,4400.38
1680,2023-01-18 12:00:00,25,4170.0,5011.4,2999.9,2999.9,4252.22
1681,2023-01-18 12:15:00,25,3615.2,4472.2,2500.84,2500.84,4187.94
1682,2023-01-18 12:30:00,26,3883.2,6199.2,2985.24,2985.24,3700.8
1683,2023-01-18 12:45:00,26,3835.3,6193.1,2828.77,2828.77,3900.61
1684,2023-01-18 13:00:00,27,3780.5,6328.3,2860.74,2860.74,4000.01
1685,2023-01-18 13:15:00,27,3534.7,6431.0,2840.79,2840.8,3610.5
1686,2023-01-18 13:30:00,28,3929.3,5714.0,2787.8,2787.8,4244.83
1687,2023-01-18 13:45:00,28,3997.5,6007.6,2857.1,2857.1,4244.6
1688,2023-01-18 14:00:00,29,4072.2,5715.0,3034.8,3034.8,4345.83
1689,2023-01-18 14:15:00,29,4195.4,5517.3,3114.2,3114.2,4729.09
1690,2023-01-18 14:30:00,30,4705.6,5195.4,3176.21,3176.21,5200.69
1691,2023-01-18 14:45:00,30,4804.3,5113.5,3298.2,3298.2,6120.23
1692,2023-01-18 15:00:00,31,4834.3,5401.6,3473.3,3473.3,5571.66
1693,2023-01-18 15:15:00,31,4826.3,5040.0,3366.1,3366.1,6120.37
1694,2023-01-18 15:30:00,32,4882.9,4157.2,3123.5,3123.5,6500.53
1695,2023-01-18 15:45:00,32,4833.6,3987.6,2953.9,2953.9,6500.71
1696,2023-01-18 16:00:00,33,4868.8,4200.0,3101.68,3101.68,6500.43
1697,2023-01-18 16:15:00,33,4628.4,3954.5,2737.98,2737.98,6500.98
1698,2023-01-18 16:30:00,34,4832.1,2884.3,2431.32,2431.32,7886.9
1699,2023-01-18 16:45:00,34,6101.5,3064.7,2937.05,2937.05,9499.88
1700,2023-01-18 17:00:00,35,4508.3,4212.6,2942.9,2942.9,6499.94
1701,2023-01-18 17:15:00,35,4765.7,4316.3,3112.96,3112.96,6900.45
1702,2023-01-18 17:30:00,36,5305.5,3188.6,2925.7,2925.7,9499.52
1703,2023-01-18 17:45:00,36,6356.1,2877.1,2877.1,2877.1,12000.0
1704,2023-01-18 18:00:00,37,7720.0,2197.6,2197.6,2197.6,12000.0
1705,2023-01-18 18:15:00,37,8888.3,2442.3,2442.3,2442.3,12000.0
1706,2023-01-18 18:30:00,38,9503.0,2745.5,2745.5,2745.5,12000.0
1707,2023-01-18 18:45:00,38,9285.6,2643.0,2643.0,2643.0,12000.0
1708,2023-01-18 19:00:00,39,11105.1,1964.5,1964.5,1964.5,12000.0
1709,2023-01-18 19:15:00,39,10724.1,2292.6,2292.6,2292.6,12000.0
1710,2023-01-18 19:30:00,40,10255.2,2985.3,2985.3,2985.3,12000.0
1711,2023-01-18 19:45:00,40,9970.2,3476.2,3476.2,3476.2,12000.0
1712,2023-01-18 20:00:00,41,7127.1,4378.7,4378.7,4378.7,12000.0
1713,2023-01-18 20:15:00,41,6511.4,4199.5,4199.5,4199.5,12000.0
1714,2023-01-18 20:30:00,42,5569.3,3927.3,3860.7,3860.7,11989.92
1715,2023-01-18 20:45:00,42,4978.4,4300.5,3280.4,3280.4,7999.72
1716,2023-01-18 21:00:00,43,3798.2,4396.2,2287.8,2287.8,5700.98
1717,2023-01-18 21:15:00,43,4057.3,4577.4,2203.5,2203.5,5991.88
1718,2023-01-18 21:30:00,44,3676.3,3395.4,1861.1,1861.1,5250.91
1719,2023-01-18 21:45:00,44,3732.0,4190.3,2039.1,2039.1,5200.67
1720,2023-01-18 22:00:00,45,3061.9,3626.1,1435.45,1435.46,5500.22
1721,2023-01-18 22:15:00,45,3259.1,3599.4,1415.25,1415.25,5108.29
1722,2023-01-18 22:30:00,46,3333.8,3561.3,1684.1,1684.1,6000.0
1723,2023-01-18 22:45:00,46,3156.4,3999.9,1727.4,1727.4,4001.18
1724,2023-01-18 23:00:00,47,3373.7,4949.4,1650.36,1650.36,3700.89
1725,2023-01-18 23:15:00,47,3229.3,5495.7,1892.71,1892.71,3557.57
1726,2023-01-18 23:30:00,48,3074.0,5630.2,1901.41,1901.41,3236.35
1727,2023-01-18 23:45:00,48,2857.2,5635.1,1746.31,1746.31,3100.03
1728,2023-01-19 00:00:00,1,2718.7,5141.1,1730.15,1730.15,2948.25
1729,2023-01-19 00:15:00,1,2492.8,4797.3,1577.07,1577.07,2850.83
1730,2023-01-19 00:30:00,2,3171.9,3354.7,1680.37,1680.37,3595.05
1731,2023-01-19 00:45:00,2,3269.4,3370.3,1814.87,1814.86,3595.26
1732,2023-01-19 01:00:00,3,3098.3,4296.8,1832.98,1832.99,3458.79
1733,2023-01-19 01:15:00,3,3221.6,4353.6,1746.29,1746.29,3458.05
1734,2023-01-19 01:30:00,4,3049.0,4392.2,1851.43,1851.43,3424.46
1735,2023-01-19 01:45:00,4,3001.7,4545.2,1862.89,1862.89,3137.28
1736,2023-01-19 02:00:00,5,2829.4,4187.9,1705.49,1705.49,3137.83
1737,2023-01-19 02:15:00,5,2890.1,4206.0,1760.03,1760.03,3400.53
1738,2023-01-19 02:30:00,6,2595.6,4688.5,1928.03,1928.03,2850.38
1739,2023-01-19 02:45:00,6,2364.0,4953.0,1818.08,1818.08,2822.61
1740,2023-01-19 03:00:00,7,2345.5,4426.1,1726.66,1726.66,2822.63
1741,2023-01-19 03:15:00,7,2514.5,4461.7,1800.82,1800.82,2850.31
1742,2023-01-19 03:30:00,8,2531.3,4159.6,1519.28,1519.27,2950.79
1743,2023-01-19 03:45:00,8,2541.0,4115.4,1575.22,1575.22,3010.18
1744,2023-01-19 04:00:00,9,2237.3,4435.6,1459.0,1459.0,2959.21
1745,2023-01-19 04:15:00,9,2351.3,3996.6,1408.22,1408.21,3341.95
1746,2023-01-19 04:30:00,10,2619.9,3875.1,1383.36,1383.36,4264.73
1747,2023-01-19 04:45:00,10,2432.8,3720.4,1272.7,1272.7,4345.19
1748,2023-01-19 05:00:00,11,2580.0,4227.4,1654.05,1654.05,3719.59
1749,2023-01-19 05:15:00,11,2866.3,4575.1,1884.85,1884.85,4264.64
1750,2023-01-19 05:30:00,12,3503.6,4330.5,2377.6,2377.6,4729.94
1751,2023-01-19 05:45:00,12,3648.4,4274.4,2328.4,2328.4,4945.93
1752,2023-01-19 06:00:00,13,4241.4,3523.9,2286.5,2286.5,6149.44
1753,2023-01-19 06:15:00,13,4992.4,2615.2,1761.8,1761.8,8000.59
1754,2023-01-19 06:30:00,14,5199.4,2543.0,2468.0,2468.0,10000.37
1755,2023-01-19 06:45:00,14,6141.7,3341.3,3086.3,3086.3,10000.27
1756,2023-01-19 07:00:00,15,4660.8,3016.9,2505.0,2505.0,9499.85
1757,2023-01-19 07:15:00,15,5423.0,2516.9,2516.9,2516.9,12000.0
1758,2023-01-19 07:30:00,16,6372.9,2352.4,2352.4,2352.4,12000.0
1759,2023-01-19 07:45:00,16,6512.4,2779.9,2779.9,2779.9,12000.0
1760,2023-01-19 08:00:00,17,7423.5,2859.5,2859.5,2859.5,12000.0
1761,2023-01-19 08:15:00,17,7335.5,2638.2,2638.2,2638.2,12000.0
1762,2023-01-19 08:30:00,18,7878.0,2657.0,2657.0,2657.0,12000.0
1763,2023-01-19 08:45:00,18,8348.7,2805.8,2805.8,2805.8,12000.0
1764,2023-01-19 09:00:00,19,8406.3,2422.7,2422.7,2422.7,12000.0
1765,2023-01-19 09:15:00,19,8062.1,2605.5,2605.5,2605.5,12000.0
1766,2023-01-19 09:30:00,20,8252.2,2669.8,2669.8,2669.8,12000.0
1767,2023-01-19 09:45:00,20,8200.0,2652.2,2652.2,2652.2,12000.0
1768,2023-01-19 10:00:00,21,7167.8,2857.7,2857.7,2857.7,12000.0
1769,2023-01-19 10:15:00,21,7517.2,2727.0,2727.0,2727.0,12000.0
1770,2023-01-19 10:30:00,22,8365.9,3862.3,3862.3,3862.3,12000.0
1771,2023-01-19 10:45:00,22,8312.7,3836.3,3836.3,3836.3,12000.0
1772,2023-01-19 11:00:00,23,6782.1,4087.4,3764.07,3764.07,10000.0
1773,2023-01-19 11:15:00,23,6966.3,4207.3,3690.64,3690.64,10000.51
1774,2023-01-19 11:30:00,24,5445.7,5015.9,3673.57,3673.57,6500.54
1775,2023-01-19 11:45:00,24,5420.5,5290.8,3759.37,3759.37,6500.36
1776,2023-01-19 12:00:00,25,5248.5,4246.2,3129.6,3129.6,7530.24
1777,2023-01-19 12:15:00,25,4977.4,4251.9,3027.08,3027.08,6520.03
1778,2023-01-19 12:30:00,26,5080.1,4386.4,3269.8,3269.8,7500.31
1779,2023-01-19 12:45:00,26,4926.4,4468.7,3281.58,3281.58,6520.28
1780,2023-01-19 13:00:00,27,5139.6,5079.3,3246.9,3246.9,6149.69
1781,2023-01-19 13:15:00,27,4796.2,4964.5,3168.1,3168.1,6149.83
1782,2023-01-19 13:30:00,28,5078.1,6100.7,3335.5,3335.5,5357.85
1783,2023-01-19 13:45:00,28,5137.5,6385.3,3437.2,3437.2,5200.76
1784,2023-01-19 14:00:00,29,5066.7,5545.9,3508.6,3508.6,4775.76
1785,2023-01-19 14:15:00,29,5269.6,5262.1,3467.46,3467.46,6009.18
1786,2023-01-19 14:30:00,30,5497.8,5746.9,3692.3,3692.3,5656.96
1787,2023-01-19 14:45:00,30,5775.3,5610.3,3968.0,3968.0,6149.64
1788,2023-01-19 15:00:00,31,6949.8,4383.1,3705.3,3705.3,8000.7
1789,2023-01-19 15:15:00,31,6949.2,4179.2,3501.4,3501.4,8000.92
1790,2023-01-19 15:30:00,32,6685.8,3920.1,3497.35,3497.35,8255.41
1791,2023-01-19 15:45:00,32,6438.3,4175.1,3694.0,3694.0,8196.79
1792,2023-01-19 16:00:00,33,5572.5,3521.8,3118.78,3118.78,8252.36
1793,2023-01-19 16:15:00,33,5999.7,3437.9,2852.52,2852.52,8500.75
1794,2023-01-19 16:30:00,34,6017.9,2942.9,2909.8,2909.8,9999.93
1795,2023-01-19 16:45:00,34,6116.4,3459.8,3224.8,3224.8,9000.61
1796,2023-01-19 17:00:00,35,4433.9,5373.5,3212.3,3212.3,5052.8
1797,2023-01-19 17:15:00,35,5038.4,5663.9,3827.2,3827.2,4999.06
1798,2023-01-19 17:30:00,36,5965.4,5141.9,4287.5,4287.5,5499.42
1799,2023-01-19 17:45:00,36,6632.8,4874.3,4788.4,4788.4,11999.53
1800,2023-01-19 18:00:00,37,6725.9,3725.1,3725.1,3725.1,12000.0
1801,2023-01-19 18:15:00,37,7223.7,2886.1,2886.1,2886.1,12000.0
1802,2023-01-19 18:30:00,38,11414.5,2809.8,2809.8,2809.8,12000.0
1803,2023-01-19 18:45:00,38,10593.4,2860.8,2860.8,2860.8,12000.0
1804,2023-01-19 19:00:00,39,11813.1,2947.0,2947.0,2947.0,12000.0
1805,2023-01-19 19:15:00,39,12482.7,2949.5,2949.5,2949.5,12000.0
1806,2023-01-19 19:30:00,40,10406.2,3967.3,3967.3,3967.3,12000.0
1807,2023-01-19 19:45:00,40,9676.7,4876.1,4876.1,4876.1,12000.0
1808,2023-01-19 20:00:00,41,5213.6,4707.9,3812.9,3812.9,7999.68
1809,2023-01-19 20:15:00,41,5372.1,5048.9,3978.6,3978.6,6999.93
1810,2023-01-19 20:30:00,42,4493.3,5081.6,3484.2,3484.2,4959.0
1811,2023-01-19 20:45:00,42,4257.4,5280.8,3317.8,3317.8,4774.23
1812,2023-01-19 21:00:00,43,3472.7,4512.8,2655.1,2655.1,4315.85
1813,2023-01-19 21:15:00,43,3326.4,4112.8,2351.12,2351.12,4501.23
1814,2023-01-19 21:30:00,44,3115.9,3870.6,2214.82,2214.82,4290.48
1815,2023-01-19 21:45:00,44,3068.8,4886.9,2273.48,2273.48,4012.27
1816,2023-01-19 22:00:00,45,3156.8,4740.1,1996.58,1996.59,3500.92
1817,2023-01-19 22:15:00,45,3072.9,4522.3,1877.6,1877.6,3671.5
1818,2023-01-19 22:30:00,46,3498.8,4685.7,2108.03,2108.03,3680.65
1819,2023-01-19 22:45:00,46,3144.7,5173.2,2192.75,2192.75,3222.5
1820,2023-01-19 23:00:00,47,3155.2,5241.9,2141.1,2141.1,3000.23
1821,2023-01-19 23:15:00,47,2946.7,5374.4,2039.8,2039.8,2999.76
1822,2023-01-19 23:30:00,48,3022.1,5232.1,1970.38,1970.38,2928.72
1823,2023-01-19 23:45:00,48,2780.5,5553.8,2084.68,2084.68,2850.32
1824,2023-01-20 00:00:00,1,2613.0,4189.1,1311.4,1311.4,3200.12
1825,2023-01-20 00:15:00,1,2350.1,3941.4,1052.1,1052.1,3001.4
1826,2023-01-20 00:30:00,2,2045.1,2878.6,1027.4,1027.4,3000.24
1827,2023-01-20 00:45:00,2,2169.7,3010.3,1209.1,1209.1,3000.0
1828,2023-01-20 01:00:00,3,2244.3,4001.7,1284.97,1284.97,2959.61
1829,2023-01-20 01:15:00,3,2215.7,4005.6,1257.87,1257.87,2959.67
1830,2023-01-20 01:30:00,4,2527.0,4200.5,1576.32,1576.32,2959.23
1831,2023-01-20 01:45:00,4,2580.3,4487.2,1710.1,1710.1,2850.8
1832,2023-01-20 02:00:00,5,2575.5,3456.3,1742.9,1742.9,3000.85
1833,2023-01-20 02:15:00,5,2571.2,3457.5,1844.1,1844.1,3000.38
1834,2023-01-20 02:30:00,6,2672.6,3339.0,1724.13,1724.13,3450.64
1835,2023-01-20 02:45:00,6,2840.2,3366.4,1757.01,1757.01,4264.45
1836,2023-01-20 03:00:00,7,2632.6,3434.5,1821.2,1821.2,3000.64
1837,2023-01-20 03:15:00,7,2549.2,3495.9,1814.32,1814.32,2959.32
1838,2023-01-20 03:30:00,8,2715.4,3437.6,1824.2,1824.2,3000.54
1839,2023-01-20 03:45:00,8,2716.8,3442.4,1829.0,1829.0,3000.53
1840,2023-01-20 04:00:00,9,2761.2,3864.0,1855.2,1855.2,3000.97
1841,2023-01-20 04:15:00,9,2699.6,3259.7,1610.5,1610.5,3680.27
1842,2023-01-20 04:30:00,10,2913.3,2890.3,1341.1,1341.1,4086.21
1843,2023-01-20 04:45:00,10,2748.3,2563.2,1089.0,1089.0,4940.45
1844,2023-01-20 05:00:00,11,2888.2,4170.1,1857.0,1857.0,4264.05
1845,2023-01-20 05:15:00,11,3134.6,4300.8,2091.5,2091.5,4250.34
1846,2023-01-20 05:30:00,12,4239.2,4012.5,2455.8,2455.8,5200.75
1847,2023-01-20 05:45:00,12,4922.6,3927.9,2767.4,2767.4,6000.02
1848,2023-01-20 06:00:00,13,3758.9,3490.3,2502.23,2502.23,6149.58
1849,2023-01-20 06:15:00,13,5374.2,3101.5,2497.24,2497.24,8000.56
1850,2023-01-20 06:30:00,14,6290.9,3198.7,2763.21,2763.21,8196.26
1851,2023-01-20 06:45:00,14,7052.4,4301.5,4124.61,4124.62,8000.34
1852,2023-01-20 07:00:00,15,5783.5,3415.9,3123.78,3123.78,8007.2
1853,2023-01-20 07:15:00,15,6724.4,3308.2,3308.2,3308.2,12000.0
1854,2023-01-20 07:30:00,16,8630.6,3384.0,3384.0,3384.0,12000.0
1855,2023-01-20 07:45:00,16,9498.3,3854.8,3854.8,3854.8,12000.0
1856,2023-01-20 08:00:00,17,9159.9,3705.5,3705.5,3705.5,12000.0
1857,2023-01-20 08:15:00,17,9571.1,3837.2,3837.2,3837.2,12000.0
1858,2023-01-20 08:30:00,18,11209.2,4323.2,4323.2,4323.2,12000.0
1859,2023-01-20 08:45:00,18,11340.2,4378.5,4378.5,4378.5,12000.0
1860,2023-01-20 09:00:00,19,9439.1,3062.2,3062.2,3062.2,12000.0
1861,2023-01-20 09:15:00,19,8493.7,2855.6,2855.6,2855.6,12000.0
1862,2023-01-20 09:30:00,20,9427.3,2689.2,2689.2,2689.2,12000.0
1863,2023-01-20 09:45:00,20,8843.4,2582.2,2582.2,2582.2,12000.0
1864,2023-01-20 10:00:00,21,8911.3,3162.4,3162.4,3162.4,12000.0
1865,2023-01-20 10:15:00,21,8270.2,3138.9,3138.9,3138.9,12000.0
1866,2023-01-20 10:30:00,22,8057.5,3115.3,3115.3,3115.3,12000.0
1867,2023-01-20 10:45:00,22,7573.0,2998.1,2998.1,2998.1,12000.0
1868,2023-01-20 11:00:00,23,6602.9,3077.6,3036.71,3036.71,10000.9
1869,2023-01-20 11:15:00,23,6249.4,3579.2,3310.93,3310.93,9499.14
1870,2023-01-20 11:30:00,24,5982.0,4426.2,3722.1,3722.1,8000.83
1871,2023-01-20 11:45:00,24,5945.8,4540.5,3796.3,3796.3,8000.61
1872,2023-01-20 12:00:00,25,4793.2,4527.2,3447.3,3447.3,6120.76
1873,2023-01-20 12:15:00,25,4861.4,4830.6,3515.4,3515.4,5999.99
1874,2023-01-20 12:30:00,26,5707.8,5431.3,4158.4,4158.4,6499.61
1875,2023-01-20 12:45:00,26,5608.9,5238.7,3991.8,3991.8,6500.23
1876,2023-01-20 13:00:00,27,4786.0,5657.5,3358.9,3358.9,5999.79
1877,2023-01-20 13:15:00,27,4751.9,5709.8,3304.02,3304.02,6003.74
1878,2023-01-20 13:30:00,28,5415.4,5435.6,4228.4,4228.4,6499.69
1879,2023-01-20 13:45:00,28,5433.3,5738.4,4272.7,4272.7,6437.25
1880,2023-01-20 14:00:00,29,6500.7,5087.0,4430.77,4430.77,8000.07
1881,2023-01-20 14:15:00,29,6904.3,4522.8,3866.57,3866.57,8000.85
1882,2023-01-20 14:30:00,30,6853.5,4821.1,4336.89,4336.89,8196.62
1883,2023-01-20 14:45:00,30,6874.8,4615.8,4153.53,4153.53,8500.89
1884,2023-01-20 15:00:00,31,7229.0,4457.7,4257.2,4257.2,9001.56
1885,2023-01-20 15:15:00,31,7388.2,4171.5,3871.0,3871.0,9455.19
1886,2023-01-20 15:30:00,32,7069.6,3921.2,3720.7,3720.7,9004.98
1887,2023-01-20 15:45:00,32,7219.1,3464.7,3364.2,3364.2,10000.33
1888,2023-01-20 16:00:00,33,6539.6,3855.7,3495.7,3495.7,9999.33
1889,2023-01-20 16:15:00,33,6363.1,3233.2,3188.31,3188.31,10000.38
1890,2023-01-20 16:30:00,34,7357.7,2688.7,2688.7,2688.7,12000.0
1891,2023-01-20 16:45:00,34,6678.0,2590.2,2590.2,2590.2,12000.0
1892,2023-01-20 17:00:00,35,7059.2,2997.6,2997.6,2997.6,12000.0
1893,2023-01-20 17:15:00,35,8451.6,3214.9,3214.9,3214.9,12000.0
1894,2023-01-20 17:30:00,36,10797.5,3340.6,3340.6,3340.6,12000.0
1895,2023-01-20 17:45:00,36,11403.1,2982.9,2982.9,2982.9,12000.0
1896,2023-01-20 18:00:00,37,14801.9,2939.0,2939.0,2939.0,12000.0
1897,2023-01-20 18:15:00,37,15745.8,2180.0,2180.0,2180.0,12000.0
1898,2023-01-20 18:30:00,38,16811.4,1775.0,1775.0,1775.0,12000.0
1899,2023-01-20 18:45:00,38,16616.9,1639.2,1639.2,1639.2,12000.0
1900,2023-01-20 19:00:00,39,17695.6,1558.9,1558.9,1558.9,12000.0
1901,2023-01-20 19:15:00,39,17858.2,1570.8,1570.8,1570.8,12000.0
1902,2023-01-20 19:30:00,40,15436.6,1753.2,1753.2,1753.2,12000.0
1903,2023-01-20 19:45:00,40,15488.6,2073.0,2073.0,2073.0,12000.0
1904,2023-01-20 20:00:00,41,10595.8,2345.3,2345.3,2345.3,12000.0
